日期,药品类型,销售额
2021-02-28,中成药,3658.96
2019-06-26,西药,2072.7
2022-12-15,中成药,1754.0
2023-10-29,西药,4081.75
2015-04-21,中成药,3402.07
2015-02-18,中成药,2385.38
2018-02-23,中成药,3685.92
2014-05-18,中成药,3045.37
2020-09-19,西药,1823.18
2020-02-16,中成药,3676.88
2015-06-11,西药,4195.13
2022-05-25,西药,1309.93
2016-08-13,西药,4506.6
2017-10-30,西药,3489.37
2023-11-27,西药,2893.74
2015-04-09,西药,3166.54
2023-07-27,中成药,1629.49
2018-12-26,中成药,1952.59
2020-01-02,西药,3231.49
2017-02-14,西药,2447.41
2022-10-10,中成药,3048.35
2023-10-22,西药,3797.25
2015-10-22,中成药,1326.52
2020-06-08,西药,1293.46
2019-11-12,中成药,1835.32
2019-07-27,中成药,1503.82
2022-09-30,西药,3259.81
2022-10-25,中成药,1504.55
2019-04-28,西药,3541.66
2021-01-02,中成药,2822.6
2022-04-13,西药,4744.65
2020-10-19,中成药,4869.08
2016-10-09,西药,2040.63
2019-01-23,西药,3671.47
2018-09-14,中成药,3829.59
2022-11-13,西药,1468.26
2022-04-11,西药,4035.47
2022-01-22,中成药,3263.41
2021-03-03,西药,3645.37
2017-06-27,西药,2630.17
2019-03-06,西药,2307.18
2017-07-20,中成药,3210.0
2016-10-16,西药,2003.87
2014-09-13,西药,2672.97
2017-12-10,中成药,3364.52
2017-01-01,中成药,3682.93
2023-03-19,中成药,4846.17
2018-04-28,中成药,4745.12
2015-06-30,中成药,4770.93
2022-06-18,中成药,3373.99
2020-10-11,西药,1205.05
2019-03-10,西药,4922.27
2020-08-12,西药,3957.88
2014-04-17,西药,1897.08
2018-10-14,中成药,3636.18
2019-05-25,中成药,4029.13
2018-07-16,西药,3646.74
2016-10-20,西药,3831.34
2014-12-20,中成药,2289.42
2014-05-31,中成药,1206.73
2019-12-30,西药,3022.79
2015-01-07,中成药,3990.44
2020-05-10,西药,1526.75
2020-11-13,西药,2288.27
2018-04-12,西药,3426.93
2022-09-15,中成药,4780.07
2023-11-14,西药,4178.65
2023-07-13,中成药,3125.36
2022-07-18,中成药,4679.17
2023-05-09,中成药,4726.18
2019-03-31,西药,4233.62
2022-03-20,西药,1689.55
2021-07-04,西药,3908.07
2019-03-29,中成药,2866.77
2023-04-28,西药,2265.88
2017-11-19,中成药,4973.02
2014-12-22,西药,3382.55
2014-03-19,西药,1968.22
2021-06-17,中成药,3179.2
2020-09-16,西药,2935.44
2014-10-28,西药,2114.36
2021-07-17,中成药,2032.43
2014-06-02,西药,4903.41
2016-11-29,西药,1663.82
2019-04-23,中成药,1672.81
2021-06-21,中成药,2466.72
2022-11-01,西药,2281.19
2023-04-22,西药,2251.38
2015-04-13,西药,2089.23
2020-08-03,中成药,1052.92
2017-05-09,中成药,1230.59
2020-01-09,西药,1507.78
2021-01-06,西药,3441.45
2014-02-26,中成药,4718.79
2017-05-21,中成药,4637.82
2020-05-14,西药,3869.86
2014-11-28,中成药,3423.1
2017-03-08,西药,4820.24
2023-10-19,中成药,3073.3
2018-07-23,西药,3684.63
2021-07-08,中成药,1625.45
2016-09-21,西药,3918.03
2023-08-14,西药,2973.37
2020-03-24,中成药,3675.51
2019-06-20,中成药,4009.87
2017-03-20,西药,1040.52
2020-01-03,中成药,4839.16
2015-11-18,中成药,4417.54
2020-09-03,中成药,2199.59
2014-08-08,西药,1325.4
2021-01-22,西药,4025.8
2021-05-02,中成药,1676.65
2022-10-31,西药,4987.4
2017-10-06,西药,3543.82
2020-07-16,西药,2231.28
2017-12-28,中成药,1897.17
2023-11-08,西药,4064.63
2017-07-10,西药,2905.75
2020-12-30,中成药,4880.3
2021-03-13,中成药,1275.02
2022-01-11,中成药,3872.27
2014-06-19,西药,1391.34
2015-01-28,西药,4633.8
2014-12-10,中成药,3286.45
2018-09-03,中成药,1089.7
2018-06-02,中成药,1966.15
2020-02-01,西药,4912.88
2021-07-25,西药,1137.51
2017-06-08,中成药,4387.88
2017-05-26,中成药,4776.17
2019-01-15,西药,1501.95
2015-09-03,西药,1604.23
2016-10-01,中成药,1261.46
2018-06-09,西药,2715.78
2015-03-28,西药,3332.17
2023-11-10,西药,1542.07
2019-04-23,西药,4517.32
2019-01-30,中成药,1041.14
2017-07-11,中成药,1904.12
2020-12-09,西药,1048.01
2016-04-08,西药,2222.1
2016-05-18,中成药,2799.14
2016-09-28,中成药,4625.02
2021-09-20,西药,1196.02
2016-03-07,西药,1416.44
2022-06-26,中成药,1973.77
2015-04-17,西药,4318.97
2014-07-03,中成药,4844.76
2023-12-18,中成药,2205.82
2020-12-20,西药,1210.98
2017-12-23,西药,1218.54
2020-10-28,西药,1612.58
2023-09-05,中成药,1619.37
2023-09-23,中成药,2046.69
2016-01-01,中成药,2575.46
2014-08-30,西药,3510.23
2021-06-02,西药,2282.93
2022-11-28,中成药,4085.89
2017-09-12,西药,4904.06
2015-11-10,西药,2686.88
2014-04-30,中成药,3581.89
2014-04-11,中成药,3568.13
2023-06-26,中成药,2612.16
2021-10-18,中成药,4019.31
2016-04-06,西药,2440.55
2018-03-10,中成药,1302.33
2018-08-29,中成药,4995.57
2016-02-06,中成药,3864.6
2014-05-02,西药,2480.63
2019-06-16,中成药,4269.22
2018-09-05,西药,3617.37
2022-05-17,西药,4956.5
2019-10-04,西药,2913.96
2017-09-19,中成药,1005.41
2021-09-14,西药,2369.58
2019-10-05,中成药,3342.25
2019-02-08,西药,3380.85
2016-10-13,中成药,2855.73
2018-08-16,中成药,4043.41
2022-01-01,中成药,4494.14
2023-07-17,西药,2883.27
2021-12-30,中成药,2669.53
2021-08-08,西药,3441.5
2017-09-27,中成药,3989.78
2015-03-01,中成药,3008.78
2022-10-06,中成药,3736.84
2014-02-12,西药,2300.73
2022-04-25,西药,2842.69
2014-03-25,西药,1746.07
2023-02-09,中成药,2282.48
2018-08-12,西药,3778.56
2019-07-22,中成药,4273.52
2016-12-04,中成药,1317.63
2018-10-09,西药,3371.36
2021-02-21,西药,3969.48
2022-06-12,中成药,1223.71
2015-08-23,西药,1520.34
2021-07-02,中成药,4064.98
2015-05-20,中成药,1998.67
2023-06-05,中成药,4772.78
2015-10-25,中成药,4903.46
2020-02-06,中成药,4465.69
2021-06-16,西药,3480.94
2015-12-11,中成药,2808.8
2023-05-25,中成药,4831.07
2014-04-14,中成药,1405.89
2021-07-19,中成药,4470.81
2017-02-12,西药,3025.06
2018-10-19,西药,3490.52
2014-01-24,中成药,2246.84
2023-08-27,中成药,4513.01
2014-05-30,中成药,3491.56
2021-01-19,西药,1807.18
2018-08-31,中成药,4432.09
2016-11-16,西药,3132.12
2014-11-05,中成药,1244.31
2022-10-02,西药,3773.6
2018-11-13,西药,3495.99
2014-01-11,西药,1557.98
2016-02-01,中成药,2406.49
2018-06-28,中成药,2334.51
2023-02-26,中成药,2490.63
2021-12-26,中成药,4264.23
2014-06-02,中成药,3904.37
2019-10-26,中成药,3338.17
2015-06-24,中成药,1873.02
2014-07-30,中成药,4166.32
2020-11-30,中成药,1790.22
2014-03-05,西药,4442.92
2020-02-29,西药,3054.83
2014-11-09,中成药,3473.02
2021-01-15,中成药,3326.89
2023-03-24,西药,4753.79
2021-09-28,中成药,1504.44
2016-06-11,西药,4580.47
2023-11-23,中成药,4437.3
2014-01-05,西药,3832.29
2016-10-22,西药,2938.79
2021-11-26,西药,3877.55
2020-01-08,西药,1308.75
2021-04-27,中成药,1056.79
2014-12-31,西药,1654.62
2018-08-19,中成药,1124.6
2019-11-18,中成药,2585.25
2014-03-15,西药,3010.72
2016-12-19,中成药,3536.57
2023-03-01,西药,4212.85
2021-11-27,西药,2501.29
2017-05-14,中成药,2955.59
2014-08-01,西药,3198.12
2021-06-21,西药,2563.67
2019-07-15,西药,3477.56
2018-10-11,西药,2693.34
2022-04-26,西药,1140.64
2016-12-02,中成药,3239.02
2016-12-04,西药,3925.99
2021-12-20,西药,2783.55
2018-06-26,中成药,4344.47
2021-10-09,中成药,3319.17
2015-07-04,西药,2400.5
2021-06-22,中成药,4905.83
2018-12-27,中成药,2872.28
2017-01-23,西药,1741.32
2019-10-16,西药,1759.74
2014-07-10,西药,3786.95
2021-11-09,中成药,1156.03
2023-12-08,西药,1175.52
2021-05-23,中成药,2577.92
2017-10-12,西药,1031.37
2020-08-22,西药,2526.47
2017-03-27,中成药,2180.16
2016-05-19,西药,2656.52
2015-07-21,中成药,1324.18
2023-07-29,西药,1333.52
2016-08-01,西药,1986.72
2020-01-25,中成药,3710.18
2019-07-21,西药,1064.8
2020-11-08,西药,4390.19
2017-08-14,中成药,4127.3
2023-10-07,中成药,3685.22
2021-09-15,中成药,3185.91
2015-10-19,中成药,3190.37
2015-03-29,西药,4570.69
2020-11-20,西药,3129.88
2016-09-10,西药,2448.94
2015-11-20,中成药,2781.22
2015-11-28,西药,3079.1
2023-04-21,西药,2142.32
2021-11-29,西药,1940.13
2016-12-15,西药,3995.31
2016-12-16,西药,3483.71
2020-12-06,中成药,3009.49
2016-02-10,西药,1427.51
2014-09-16,西药,4242.21
2023-09-18,中成药,2426.89
2021-10-24,中成药,4583.26
2016-05-07,中成药,1232.66
2022-06-23,中成药,3789.73
2019-05-25,西药,4591.86
2023-12-07,西药,3209.35
2015-02-11,西药,4683.37
2017-02-01,西药,3287.09
2022-07-28,中成药,1481.93
2020-07-04,中成药,3702.35
2014-05-01,中成药,4761.83
2023-09-10,西药,3953.18
2015-04-07,西药,4199.42
2023-10-18,中成药,2081.39
2018-04-17,西药,3467.13
2022-04-19,西药,2333.2
2016-09-30,中成药,2798.96
2015-10-07,中成药,1132.81
2022-09-04,西药,1759.74
2023-11-15,西药,1683.07
2018-10-07,西药,3290.43
2018-06-30,中成药,4419.9
2016-04-26,西药,1585.5
2020-04-05,中成药,1956.27
2018-10-05,中成药,4843.68
2015-01-04,西药,4266.4
2019-09-12,中成药,3057.85
2020-04-25,西药,1436.05
2021-09-30,中成药,4850.93
2023-09-09,中成药,3295.9
2020-03-07,西药,2629.46
2014-01-27,中成药,4758.0
2018-01-08,中成药,4122.53
2023-01-06,西药,2641.21
2017-03-31,西药,4382.42
2020-11-14,西药,4431.74
2020-03-09,西药,1090.26
2018-03-17,西药,2084.39
2015-08-08,中成药,1025.54
2022-06-02,西药,4784.75
2022-05-03,西药,1084.6
2016-09-06,西药,4142.61
2022-09-19,西药,1657.08
2023-05-17,中成药,2665.14
2018-11-25,西药,2970.28
2018-09-01,中成药,1965.99
2017-09-19,西药,2199.2
2016-12-28,中成药,3612.65
2016-02-24,中成药,3495.44
2019-12-30,中成药,1581.31
2014-06-10,中成药,3196.91
2015-03-21,中成药,1397.77
2015-06-17,中成药,2685.43
2019-10-25,中成药,2003.52
2021-09-08,西药,4355.36
2021-07-30,西药,1417.25
2022-11-23,西药,1103.36
2019-09-04,中成药,4673.59
2016-06-04,西药,4140.07
2023-03-29,中成药,4971.33
2016-06-29,西药,1485.55
2018-03-19,西药,1423.62
2017-05-10,西药,4865.67
2018-09-21,西药,1213.39
2021-02-24,西药,2419.19
2022-03-10,中成药,3580.6
2023-07-25,中成药,4370.14
2017-09-26,中成药,1986.41
2014-04-09,西药,4588.44
2019-04-13,西药,3202.65
2017-05-20,西药,4856.12
2015-07-31,西药,3720.56
2018-06-20,西药,1072.5
2022-02-23,中成药,1586.43
2014-07-05,西药,1072.89
2020-10-24,西药,1823.92
2015-09-12,中成药,4872.77
2019-11-11,西药,3937.46
2014-03-17,中成药,4633.06
2022-03-11,中成药,4841.47
2016-02-07,西药,1487.54
2018-04-27,西药,3597.29
2015-10-01,西药,4946.65
2014-09-01,中成药,1181.79
2020-03-26,西药,4544.69
2016-04-21,西药,4289.92
2014-11-06,中成药,4224.81
2019-06-06,中成药,1045.21
2023-04-23,中成药,1392.18
2018-05-01,西药,3010.52
2014-10-17,中成药,2968.47
2021-10-21,西药,2418.19
2022-02-10,西药,3870.25
2018-12-10,西药,4879.71
2021-01-08,西药,4408.19
2018-04-24,西药,2817.38
2022-07-19,西药,3962.04
2014-09-02,西药,4561.06
2018-12-14,中成药,3227.14
2016-03-24,西药,3143.31
2017-02-11,西药,3402.6
2021-11-28,西药,1584.39
2022-04-28,西药,2426.24
2014-12-05,中成药,1448.16
2015-05-19,中成药,3769.11
2016-07-20,西药,3180.11
2023-07-28,中成药,4787.61
2023-04-24,中成药,1228.4
2017-04-24,中成药,1123.82
2018-07-05,西药,3167.04
2022-04-13,中成药,4258.5
2019-09-12,西药,1340.23
2018-07-29,西药,3315.23
2021-10-17,西药,3374.74
2017-08-15,西药,2440.2
2017-07-13,西药,3591.27
2023-03-17,西药,1358.61
2014-04-02,西药,4509.36
2018-08-11,中成药,2298.05
2017-07-07,中成药,1929.54
2017-07-27,西药,2104.68
2016-04-16,中成药,4472.23
2015-12-23,西药,2775.0
2023-08-11,西药,3990.61
2022-02-12,西药,4569.88
2022-01-12,中成药,3928.88
2021-07-02,西药,2216.38
2023-10-04,西药,2112.57
2014-08-22,中成药,2142.85
2016-09-08,中成药,4359.21
2014-09-24,西药,3221.73
2023-07-24,西药,4339.83
2019-10-12,西药,3454.55
2014-09-27,西药,1516.64
2020-08-05,中成药,4636.81
2016-10-19,西药,3891.26
2021-08-12,西药,4990.69
2016-03-09,西药,1317.68
2018-12-01,中成药,4805.78
2014-11-16,中成药,2076.97
2019-09-19,中成药,4494.47
2015-09-26,中成药,2569.97
2023-12-04,中成药,1651.61
2020-11-08,中成药,4107.19
2018-07-14,西药,3626.92
2015-04-23,中成药,2675.08
2016-04-12,中成药,4968.63
2021-04-19,中成药,2035.17
2023-06-05,西药,4726.93
2015-09-10,西药,2474.11
2014-03-18,中成药,1579.58
2015-09-16,西药,1130.1
2014-07-25,西药,4800.25
2016-02-23,中成药,3670.2
2015-11-09,中成药,2946.68
2023-06-29,中成药,2708.45
2018-02-12,中成药,4624.35
2014-07-29,中成药,3690.07
2016-02-05,中成药,2245.23
2022-05-28,中成药,3549.61
2017-04-25,中成药,1640.1
2014-12-11,中成药,4077.97
2016-02-12,中成药,4851.71
2023-06-18,中成药,2664.28
2017-07-28,西药,1250.76
2018-09-26,中成药,3788.54
2016-08-20,西药,1371.96
2023-12-31,西药,4551.01
2020-05-21,中成药,4318.25
2021-08-03,中成药,4472.0
2022-11-20,西药,2195.7
2022-08-25,西药,3308.75
2019-10-17,中成药,3806.95
2016-01-05,中成药,4483.01
2015-07-16,西药,4238.06
2019-10-29,中成药,1647.69
2020-10-22,西药,3829.12
2020-09-12,西药,1963.22
2023-06-30,西药,2900.68
2017-01-17,中成药,1049.62
2021-04-12,西药,4835.49
2014-01-16,中成药,3430.18
2016-02-08,西药,3724.47
2017-06-01,西药,2969.3
2017-08-31,西药,1232.37
2015-06-21,西药,1071.5
2019-07-05,中成药,3689.54
2014-04-10,中成药,4548.35
2019-11-29,中成药,3888.26
2023-09-23,西药,1267.96
2018-06-13,中成药,4482.11
2019-06-04,西药,2571.58
2018-01-16,西药,2846.86
2023-01-04,中成药,4526.84
2019-02-20,中成药,2255.51
2020-03-16,西药,2225.66
2021-01-10,西药,1064.11
2021-05-20,西药,3332.42
2023-01-25,中成药,2940.29
2023-11-25,中成药,1037.24
2016-04-05,西药,2212.51
2021-01-18,中成药,3494.02
2017-12-25,西药,2215.77
2019-05-15,中成药,4787.02
2015-10-31,中成药,1798.17
2019-03-05,中成药,3628.12
2017-03-22,西药,4494.79
2023-02-10,中成药,1957.48
2021-09-22,西药,2398.46
2017-05-17,西药,1805.25
2019-02-07,西药,1369.44
2014-04-05,中成药,3118.6
2021-10-03,西药,4125.85
2016-11-22,西药,4575.96
2021-01-28,中成药,1814.14
2022-10-16,中成药,4953.48
2018-06-23,西药,3754.53
2017-05-02,西药,2557.93
2023-06-19,中成药,1802.26
2020-07-26,西药,4132.65
2022-10-20,中成药,2073.15
2017-09-07,西药,3380.53
2014-05-27,西药,2440.76
2022-08-17,中成药,4131.69
2014-10-30,中成药,1482.54
2018-11-27,西药,4439.18
2019-08-15,西药,3655.3
2016-01-24,中成药,3320.69
2015-06-18,西药,1441.9
2015-07-08,中成药,2584.97
2021-12-18,西药,3323.07
2019-10-04,中成药,1432.18
2016-07-22,西药,1659.26
2016-02-07,中成药,2654.2
2021-07-17,西药,2855.94
2018-06-22,中成药,2897.02
2016-11-18,西药,2267.05
2022-01-17,西药,3677.07
2023-01-01,西药,3827.21
2014-09-07,中成药,4897.58
2021-03-03,中成药,3766.88
2015-05-24,中成药,1722.3
2019-11-28,中成药,4883.76
2014-01-09,中成药,2216.97
2017-10-06,中成药,4244.5
2015-05-08,中成药,3912.76
2014-04-12,西药,4594.22
2014-12-03,西药,3098.05
2018-04-03,中成药,3893.79
2023-10-28,西药,2904.23
2023-03-11,中成药,3835.6
2022-03-21,中成药,4489.58
2020-11-09,西药,2721.39
2017-04-17,西药,3423.12
2020-07-15,中成药,2349.32
2021-09-06,西药,3683.06
2016-02-14,西药,3532.61
2018-10-27,西药,2876.43
2023-03-31,西药,1345.83
2017-03-22,中成药,3450.29
2018-05-04,中成药,4057.76
2018-12-07,中成药,1741.08
2018-05-27,中成药,1918.39
2018-03-02,西药,2614.4
2020-09-23,中成药,1664.92
2017-02-04,西药,3407.69
2018-07-25,中成药,1679.52
2017-07-16,西药,3499.14
2016-04-05,中成药,1144.64
2021-11-25,西药,3884.22
2022-07-16,西药,3602.9
2014-06-29,西药,3301.9
2020-11-01,西药,3593.86
2014-08-06,西药,3803.88
2020-02-05,中成药,4330.45
2023-12-22,西药,3016.28
2019-05-16,中成药,4133.19
2017-05-25,西药,4508.36
2023-06-28,中成药,2282.25
2018-11-21,西药,3152.09
2014-07-19,中成药,4003.48
2016-06-21,西药,4098.61
2023-08-05,西药,1000.96
2015-07-25,中成药,4298.72
2017-08-18,西药,2474.83
2019-05-01,西药,2713.83
2017-04-14,西药,3547.61
2016-01-08,西药,3670.37
2021-05-30,西药,1206.63
2021-01-06,中成药,4651.2
2014-09-23,西药,4998.87
2020-12-08,中成药,2899.08
2016-10-05,西药,4599.33
2022-01-18,西药,2951.6
2016-12-18,中成药,2885.15
2016-06-05,中成药,4568.34
2019-07-23,中成药,4559.65
2020-09-18,中成药,4704.24
2021-01-13,西药,4730.27
2018-03-12,西药,3494.6
2016-06-25,西药,1083.78
2014-05-21,中成药,4560.02
2016-08-23,中成药,3319.94
2023-05-21,中成药,1077.6
2020-06-04,西药,3082.18
2018-01-06,中成药,1313.82
2015-02-22,中成药,2993.47
2023-07-22,中成药,4084.97
2019-06-17,中成药,1381.44
2021-08-24,西药,1220.41
2018-05-14,西药,4157.17
2016-08-02,西药,4967.24
2018-03-06,中成药,1821.33
2014-12-06,中成药,4877.88
2020-04-17,中成药,3980.86
2023-04-04,中成药,2121.82
2016-03-30,中成药,4969.93
2015-08-26,西药,4081.63
2014-06-08,西药,1693.18
2015-07-19,西药,2039.02
2014-04-12,中成药,1646.51
2021-11-09,西药,2822.27
2014-10-15,西药,4798.08
2022-03-24,西药,2012.8
2022-02-25,中成药,1179.44
2017-01-07,中成药,3959.62
2016-01-11,西药,1480.84
2015-06-07,中成药,4543.91
2018-11-19,西药,3668.85
2018-07-02,西药,4214.15
2015-07-03,中成药,1881.94
2022-11-21,中成药,2643.27
2014-09-10,西药,1650.47
2022-08-22,中成药,2447.07
2016-05-19,中成药,2471.04
2021-10-08,西药,1133.69
2016-11-21,西药,1808.06
2018-05-23,西药,3993.42
2019-10-23,西药,2816.73
2021-11-11,中成药,4329.56
2019-04-01,西药,2538.44
2022-09-10,中成药,3385.03
2018-06-21,中成药,4171.03
2014-11-02,中成药,1157.25
2021-01-29,中成药,2702.02
2015-02-07,中成药,2696.52
2020-04-15,西药,2248.76
2016-06-11,中成药,3637.42
2021-09-24,西药,3940.91
2022-12-13,中成药,3677.26
2023-02-20,中成药,1526.84
2016-07-19,西药,3624.65
2014-10-02,中成药,3081.23
2017-08-09,中成药,1017.45
2017-06-21,中成药,3951.48
2020-05-12,西药,2009.26
2015-12-03,西药,3945.61
2014-04-06,西药,4588.86
2018-10-01,中成药,4349.47
2021-03-06,中成药,3007.78
2014-04-17,中成药,3607.85
2019-01-04,中成药,3460.52
2020-01-22,西药,2572.59
2018-03-06,西药,2932.16
2019-01-03,西药,3042.32
2019-11-24,中成药,2907.36
2017-08-06,中成药,1357.16
2014-08-07,中成药,1291.05
2017-10-03,西药,1563.21
2022-11-03,西药,2622.86
2017-08-21,西药,4401.39
2021-07-24,西药,2833.45
2022-07-27,西药,1861.85
2022-07-19,中成药,3176.5
2022-11-30,中成药,1209.33
2020-10-24,中成药,1493.8
2022-12-02,西药,1931.61
2015-08-10,中成药,3527.25
2017-01-13,中成药,4317.58
2018-02-11,西药,4331.32
2019-07-10,西药,4970.33
2021-06-05,中成药,2778.85
2015-07-18,西药,2633.81
2018-12-10,中成药,4708.5
2016-06-18,西药,1048.43
2020-02-11,中成药,3701.82
2017-04-08,西药,3404.3
2019-06-03,西药,1157.57
2017-10-23,西药,4172.57
2016-04-30,中成药,4863.29
2016-02-16,中成药,4276.76
2016-10-14,中成药,3434.11
2018-10-29,西药,1589.1
2021-04-21,中成药,4866.23
2018-06-03,西药,1889.45
2019-03-30,西药,1884.95
2020-10-18,中成药,2930.4
2015-08-07,西药,3029.87
2020-11-29,西药,3077.25
2019-03-16,中成药,2185.43
2020-02-03,西药,3923.48
2020-02-01,中成药,2638.69
2022-07-29,中成药,1626.45
2020-08-31,西药,4257.54
2017-02-05,西药,2773.52
2014-11-05,西药,2107.51
2017-12-13,西药,4763.14
2020-03-22,西药,4247.46
2021-07-23,西药,3309.41
2020-09-07,西药,1720.63
2016-06-06,中成药,4147.61
2017-12-02,中成药,4801.84
2020-08-24,西药,1768.06
2018-10-08,中成药,2108.05
2014-03-30,西药,2546.94
2020-05-29,中成药,2082.24
2014-04-25,西药,3524.55
2015-03-06,中成药,3259.36
2019-12-01,西药,4743.75
2022-11-22,中成药,4864.09
2019-08-05,西药,1239.77
2020-02-02,中成药,1723.57
2023-04-02,西药,3289.26
2017-11-29,中成药,1883.41
2021-07-19,西药,3830.48
2015-07-01,中成药,3430.95
2022-05-03,中成药,3837.18
2021-03-17,西药,3050.46
2022-09-02,西药,3034.82
2019-06-22,西药,2578.29
2014-01-18,西药,4233.59
2014-08-25,西药,4564.57
2014-09-15,西药,1105.47
2020-10-18,西药,1864.13
2015-12-19,西药,1119.89
2019-07-12,中成药,4909.12
2015-02-16,西药,2592.67
2022-11-04,中成药,1164.33
2022-01-14,中成药,1843.05
2014-11-04,中成药,4494.31
2015-10-26,西药,4158.79
2016-05-14,西药,3460.88
2022-06-10,西药,2955.8
2018-08-17,西药,3795.8
2023-02-01,西药,3349.48
2016-05-25,西药,1860.81
2016-04-20,西药,4902.44
2015-12-28,中成药,4475.62
2023-01-03,西药,3275.69
2016-11-20,西药,4934.09
2021-10-11,中成药,1941.53
2015-11-14,西药,1526.27
2022-03-07,西药,4809.04
2019-02-24,中成药,1479.56
2022-05-23,中成药,1605.06
2020-08-10,西药,1670.27
2019-04-24,中成药,3228.16
2014-05-30,西药,1341.39
2015-07-08,西药,4032.95
2016-09-18,中成药,2832.75
2019-10-30,中成药,4991.0
2017-07-31,中成药,2265.08
2023-03-30,西药,3231.52
2020-07-30,中成药,4285.0
2017-09-09,西药,3076.13
2016-03-15,中成药,1934.85
2022-07-26,西药,3653.96
2021-12-03,西药,4278.71
2019-05-27,西药,1066.37
2017-12-18,中成药,1606.38
2014-01-05,中成药,3404.46
2016-12-18,西药,4916.42
2015-09-28,西药,4440.49
2017-12-06,中成药,4576.38
2018-11-08,西药,1619.7
2023-03-08,西药,3180.33
2022-12-05,中成药,1902.66
2018-04-06,中成药,3856.21
2016-10-29,中成药,1207.83
2018-06-01,中成药,1662.99
2018-09-08,西药,1155.75
2015-05-18,西药,3635.13
2020-10-31,中成药,4901.64
2016-11-01,西药,3077.54
2022-09-27,中成药,1111.36
2021-12-19,西药,2986.97
2014-12-12,西药,2701.75
2015-11-22,中成药,1654.1
2018-01-17,中成药,4683.98
2022-01-26,中成药,2855.75
2015-01-11,中成药,1467.59
2015-08-19,中成药,1269.4
2019-12-23,西药,3666.09
2020-06-10,中成药,2660.58
2018-04-11,中成药,1250.11
2021-06-07,中成药,3725.13
2020-10-06,西药,2734.78
2020-10-13,中成药,2801.4
2016-07-25,西药,4362.81
2018-06-15,中成药,3422.55
2021-05-07,中成药,3445.37
2023-04-08,中成药,4525.19
2020-12-10,西药,3962.65
2021-08-27,中成药,2246.61
2019-11-20,中成药,2731.09
2021-09-24,中成药,1106.43
2019-12-08,中成药,2523.81
2015-10-18,中成药,1320.46
2022-08-06,中成药,4374.72
2021-06-06,中成药,4933.36
2018-03-26,中成药,2801.02
2021-09-03,西药,3390.73
2018-01-20,中成药,1780.96
2020-06-25,中成药,2722.14
2022-12-19,中成药,1577.75
2021-02-19,西药,4024.77
2017-06-09,中成药,1249.83
2020-06-29,西药,4977.32
2017-05-24,中成药,1499.28
2021-05-28,中成药,2283.99
2017-08-28,西药,2580.52
2022-08-09,西药,3275.25
2019-02-04,西药,4338.29
2018-08-23,西药,4591.68
2017-07-03,西药,3002.5
2016-06-23,中成药,1696.44
2021-01-24,中成药,3466.49
2020-08-04,西药,4739.18
2019-05-16,西药,2063.71
2023-06-27,西药,3552.56
2014-05-12,西药,3073.32
2014-03-25,中成药,2283.12
2018-01-14,中成药,2477.12
2023-10-01,西药,1489.93
2017-08-15,中成药,1192.74
2014-06-22,中成药,2594.02
2018-12-24,西药,1160.24
2023-11-05,西药,2945.62
2016-02-25,西药,1672.06
2018-03-20,西药,4778.95
2014-12-30,西药,4181.07
2017-11-03,西药,4909.23
2022-03-29,西药,1357.89
2022-05-19,西药,1454.58
2016-11-08,中成药,3154.81
2016-03-29,中成药,2597.26
2016-08-22,中成药,3569.3
2015-11-17,中成药,4885.58
2019-06-29,中成药,1138.69
2020-02-19,西药,2886.96
2023-02-07,中成药,3742.85
2017-03-04,西药,2578.3
2014-10-07,中成药,4020.55
2020-11-22,西药,2518.95
2017-09-06,西药,2617.16
2016-08-16,中成药,4544.78
2014-01-22,中成药,1137.55
2023-03-15,中成药,4089.07
2020-01-23,中成药,1947.7
2021-07-20,中成药,1424.86
2023-11-27,中成药,2354.22
2020-07-05,中成药,4445.78
2016-08-16,西药,3372.18
2020-11-26,西药,3666.74
2021-09-02,中成药,1501.0
2016-09-09,中成药,3287.49
2018-03-16,中成药,3826.52
2020-01-21,中成药,3397.44
2014-05-23,西药,1143.77
2014-12-29,西药,4367.32
2020-02-13,中成药,4797.09
2016-09-15,中成药,2037.19
2014-12-15,西药,3324.95
2015-12-23,中成药,3690.41
2020-10-02,中成药,4846.2
2020-09-02,中成药,1786.75
2017-02-28,西药,2380.89
2016-06-02,中成药,3949.43
2017-04-28,西药,4823.68
2020-05-16,西药,1673.11
2022-08-16,中成药,3898.23
2022-12-07,西药,4994.24
2016-01-15,中成药,2554.23
2019-11-13,西药,3380.92
2020-11-04,中成药,4262.98
2018-03-29,西药,1407.57
2018-11-10,中成药,2209.68
2018-06-06,中成药,2564.13
2020-01-23,西药,1387.86
2016-11-25,中成药,1333.86
2019-11-07,西药,2909.66
2014-09-29,中成药,1914.57
2023-06-08,西药,4603.04
2018-06-05,中成药,1981.41
2015-06-20,西药,1934.43
2015-09-22,西药,3327.89
2019-03-04,西药,3266.42
2021-02-24,中成药,1672.08
2016-04-07,西药,4747.83
2020-04-23,西药,2506.71
2015-10-30,西药,3601.3
2016-06-25,中成药,2060.19
2020-09-12,中成药,3439.25
2016-12-27,西药,2215.79
2018-01-26,西药,3937.78
2023-06-23,西药,1193.86
2015-08-06,西药,4271.87
2019-02-02,中成药,2359.89
2023-05-28,西药,4831.92
