销售时间,药品类型,销售额
2018-05-11,西药,297.7438260717147
2022-07-09,西药,241.2432922906476
2019-03-05,西药,738.6246438695088
2019-09-19,西药,17.76647202821696
2019-06-20,西药,543.8382220631183
2018-11-08,中成药,795.8291389594564
2017-08-05,西药,273.56600345429354
2017-07-09,西药,607.2585955058972
2014-08-04,西药,672.2111045624316
2022-10-24,中成药,658.474449441039
2020-07-11,中成药,451.39113785673055
2022-11-14,中成药,353.1122079970214
2019-11-10,西药,837.5648322975353
2020-07-28,西药,760.8614974298656
2021-03-03,中成药,328.0426216797734
2023-12-22,中成药,111.98900249778403
2021-11-03,中成药,81.0894699910145
2018-09-01,西药,103.3332181199467
2021-09-29,中成药,587.0406675801223
2014-12-29,西药,61.14555407069979
2021-02-17,西药,343.557606214398
2023-05-10,西药,755.667704895087
2018-09-13,中成药,301.4046848502243
2017-04-08,西药,765.6749964083285
2014-12-22,中成药,748.0123678249847
2014-07-10,中成药,253.36886130688416
2020-10-05,中成药,731.533958291818
2015-12-01,中成药,750.2988718893797
2019-08-17,西药,403.4793864103566
2019-12-21,西药,218.31627890410306
2015-07-11,西药,526.0580988229505
2016-04-05,西药,922.1836121201944
2021-09-09,中成药,643.2205651077413
2016-11-20,中成药,181.19327265098858
2021-01-26,中成药,685.9293554861847
2015-03-02,中成药,432.9309970090162
2023-06-28,西药,595.6135093818193
2021-06-12,中成药,736.7233946728768
2020-08-07,西药,519.7978779993005
2023-08-10,中成药,815.8441348275755
2018-04-24,中成药,724.9340235234615
2019-10-31,中成药,618.9226066183255
2020-07-31,中成药,159.28488767402797
2023-02-12,西药,837.5896198024526
2015-08-12,西药,936.5465294666179
2019-07-06,西药,145.59547257120187
2018-03-28,西药,493.35871813909625
2014-10-22,中成药,266.29985455079947
2019-06-09,中成药,756.9780743513089
2017-06-01,西药,724.413339644653
2018-03-29,西药,149.47626936469473
2022-07-15,中成药,878.2569985490208
2018-08-18,中成药,189.16333333822226
2017-02-10,西药,799.2864353916264
2017-06-10,西药,462.4105560317248
2019-08-27,西药,334.9895706225697
2014-12-26,中成药,166.6568700474714
2023-01-08,西药,175.9381135851631
2021-12-23,西药,665.2716491538913
2015-12-01,西药,554.9260840676493
2015-03-24,西药,130.86456743472039
2021-12-13,西药,121.57088183394194
2020-08-09,中成药,81.58746902506354
2015-11-06,西药,746.3296738998087
2016-10-04,中成药,714.7632643769963
2017-09-11,西药,67.8466809460294
2020-11-19,西药,564.6673748410033
2020-09-27,西药,93.829393690263
2023-08-28,中成药,904.7083129028523
2015-08-09,中成药,908.0462449883311
2017-06-10,中成药,701.2506599149988
2017-06-01,西药,926.9270322250554
2016-09-20,西药,813.3385001095536
2017-12-06,中成药,830.2531901677789
2015-07-26,中成药,574.010772064234
2020-07-10,西药,312.9986062340141
2017-05-30,中成药,225.62112396525737
2019-09-16,西药,333.9280218185399
2016-09-15,中成药,632.2104757881715
2014-10-05,中成药,180.92997047407493
2017-05-04,中成药,266.0538342709484
2022-02-11,西药,473.3802541675098
2019-03-03,西药,240.7195975393694
2015-04-29,中成药,592.757233018901
2017-06-19,西药,923.9442681717666
2023-04-19,西药,750.6084720460952
2016-01-01,西药,669.7623480074238
2020-02-18,西药,586.8942612239409
2016-11-06,中成药,493.06843016449426
2021-01-15,西药,194.6982210383131
2016-07-06,西药,895.7633508725969
2020-09-14,中成药,256.05064199270794
2016-06-04,西药,100.39578880237914
2021-07-15,西药,752.5150274364082
2014-01-22,西药,183.85937898785474
2015-04-19,中成药,378.1770395457643
2022-09-27,中成药,38.00207900806993
2020-03-07,西药,145.6972631150436
2020-06-11,西药,181.47159445231296
2023-02-24,中成药,63.86602647267617
2015-12-05,中成药,660.0903870566167
2015-11-18,中成药,838.6377178450861
2014-10-12,西药,379.5822523022816
2015-12-17,西药,875.8307119510187
2016-02-02,中成药,221.21310881452524
2017-06-04,西药,332.1365193256271
2016-08-05,西药,159.2296231008567
2020-08-25,西药,624.3536034648087
2020-11-12,西药,425.6708949616038
2016-10-27,西药,617.1505133734797
2014-01-29,西药,764.0581563402418
2016-06-25,西药,550.245985872619
2022-07-02,中成药,631.3540513527699
2022-01-05,中成药,935.8978112503896
2019-10-28,中成药,306.0736665127547
2022-03-14,中成药,365.5722992476136
2020-11-11,中成药,720.5263280922435
2015-07-24,中成药,615.1924618848328
2019-06-30,中成药,186.7475754943177
2023-11-19,中成药,382.38583691038525
2023-09-24,中成药,473.1596329934678
2017-12-24,西药,425.19593958870547
2016-01-08,西药,186.4920602388204
2023-03-11,中成药,925.1857908664197
2015-05-31,西药,764.6955740770361
2019-06-24,西药,486.54227378677376
2022-09-06,中成药,683.2604180237682
2020-09-10,中成药,898.3098454141666
2023-10-01,中成药,144.81240093795552
2014-02-08,西药,257.8693201999079
2023-02-25,西药,547.2742347840785
2016-06-05,中成药,801.0202676388351
2021-10-15,西药,45.89234648711211
2020-01-14,西药,984.1779686943969
2017-01-03,西药,460.35753685357315
2022-01-10,中成药,365.6388292155058
2018-12-29,西药,299.79719346137415
2022-10-07,西药,182.61314057436292
2018-09-07,西药,793.6581698407276
2016-08-31,西药,955.8600230986356
2022-08-22,西药,419.5083072969442
2022-06-21,西药,952.8964878059217
2023-09-01,西药,825.5596392806838
2018-04-12,中成药,486.2406162015551
2021-12-06,中成药,677.2859173348714
2023-06-16,西药,440.63433737875835
2021-08-27,中成药,563.1361741304269
2023-08-13,西药,67.46587364831878
2016-09-15,西药,699.3008405475277
2014-01-21,西药,62.29639803929534
2020-06-08,中成药,818.914097450453
2016-05-18,西药,826.697460165952
2014-03-25,西药,244.70651468065245
2018-08-10,中成药,330.42615322544225
2019-05-31,中成药,486.49727477271034
2023-08-26,西药,600.6962778631566
2017-11-11,中成药,294.4801251245768
2018-03-11,中成药,596.5615405856058
2023-02-11,西药,304.80920249700586
2015-07-24,西药,64.93581386035007
2016-07-22,西药,12.50227433358986
2023-11-08,中成药,110.13954733924432
2022-11-08,中成药,794.328193162378
2019-06-04,中成药,961.8169992595037
2022-11-09,西药,432.69653728840706
2019-01-30,中成药,517.5571139154433
2022-05-15,中成药,155.37968738269186
2016-03-03,西药,555.5210391533554
2016-03-02,西药,153.20835298690707
2023-11-05,西药,615.1021878868418
2018-12-15,中成药,933.9260809050453
2017-07-18,西药,203.7415539100092
2020-12-14,中成药,766.918080876531
2020-03-05,中成药,33.2673985901408
2023-11-20,西药,381.74226890840475
2018-05-27,西药,119.64102275220395
2016-12-19,西药,358.95068717974243
2020-10-13,西药,181.8015504424947
2016-09-11,西药,379.57194022165856
2018-08-08,中成药,423.34757804645506
2023-04-04,中成药,307.5852115531092
2015-06-04,中成药,660.0557299783978
2015-08-14,西药,919.6635307463206
2016-11-16,中成药,406.5894203642196
2018-09-06,西药,200.4197249102712
2023-12-13,西药,278.01553061402353
2019-07-29,中成药,855.4608152614053
2020-02-25,中成药,575.9233260374464
2020-08-31,西药,460.4609219838877
2014-12-15,中成药,158.14035429383745
2016-08-17,西药,455.2300352405441
2019-05-18,中成药,285.7070833238128
2015-11-24,中成药,943.7314965748158
2018-04-09,中成药,885.2294083215739
2015-01-13,中成药,93.06351640991603
2022-01-25,中成药,521.4869543686304
2022-02-11,西药,232.80776205952534
2023-12-09,中成药,416.66931862904767
2015-06-11,中成药,878.0795182689419
2022-10-30,中成药,532.2393746896594
2021-08-13,西药,340.87314043705226
2020-03-03,西药,215.8094705639471
2020-11-07,西药,802.3216108124243
2023-02-27,西药,628.2728352107036
2017-06-13,西药,473.3848058219689
2019-02-19,中成药,225.30951032434825
2018-10-30,中成药,340.90391041556
2015-06-05,中成药,960.2449924711333
2018-08-29,西药,524.889038229776
2016-10-13,西药,406.6922884308204
2022-03-23,中成药,526.2078219248407
2021-08-05,西药,781.1986208406125
2016-10-10,西药,346.7078471378401
2020-12-23,西药,186.91905972328277
2014-04-27,中成药,589.0867571556573
2020-08-30,中成药,668.5520624462565
2017-09-29,西药,715.5908229289641
2015-08-07,西药,883.1677148584683
2015-01-30,西药,377.46237948222193
2016-12-23,西药,84.60134726660289
2021-07-31,中成药,958.7650977946328
2014-03-13,西药,440.66180816310043
2014-10-01,中成药,627.0249345764
2019-07-07,中成药,669.6422698970093
2017-09-05,中成药,551.0485716141915
2014-12-04,西药,213.2049544389074
2017-10-21,中成药,757.59161961498
2023-10-07,中成药,805.7144545610408
2015-08-30,西药,557.4458301572654
2014-06-15,西药,493.67554897899316
2018-04-17,西药,122.79880129670546
2019-08-21,中成药,93.11214488478599
2017-08-17,西药,346.16919710789347
2015-12-30,中成药,317.73769396221934
2021-10-19,中成药,954.1198864536385
2019-08-06,西药,785.7865150189955
2014-04-12,中成药,663.3250523064694
2023-07-29,中成药,522.471608127429
2017-11-16,中成药,175.69385541938482
2016-02-18,中成药,978.6721054624411
2014-08-02,西药,381.29029125780795
2017-01-16,中成药,115.85634642277236
2018-04-26,西药,498.8609067585886
2020-09-14,中成药,875.2580314969524
2021-03-20,中成药,888.4180917595562
2022-01-15,西药,20.856256895882783
2022-07-15,中成药,887.4327873038857
2018-08-23,中成药,278.76937532485994
2023-09-05,中成药,48.58264032873884
2015-08-15,中成药,849.3123676592456
2017-08-26,中成药,865.2280884283261
2017-01-14,中成药,600.2687690439266
2019-11-10,西药,578.6894197233947
2021-06-13,西药,814.9890698952051
2015-12-15,西药,788.446457183177
2016-07-24,中成药,891.204418708277
2019-05-06,中成药,557.2199731207364
2014-08-30,中成药,967.9706218054806
2019-08-06,西药,996.185362624005
2014-01-02,中成药,125.37916389864625
2020-03-22,西药,851.0483219585809
2021-10-19,中成药,504.8240351711031
2018-11-04,中成药,393.6906749168338
2019-05-04,中成药,616.9415867838878
2021-03-21,西药,65.40590168938695
2019-12-04,中成药,511.3965075794091
2016-07-06,西药,872.1816643264
2022-09-10,中成药,221.3269009775791
2020-02-20,中成药,432.1259958217309
2022-11-12,西药,940.0860788377267
2021-12-28,中成药,434.2781994276403
2014-03-31,中成药,364.78395600907436
2018-09-06,中成药,446.1312816421445
2019-12-10,中成药,524.2582388523808
2014-05-23,西药,635.6714306901541
2022-04-30,西药,802.6858729075639
2014-04-16,中成药,457.58118370667114
2016-06-05,中成药,819.306125739239
2015-03-04,西药,538.3834547385599
2017-08-21,中成药,345.09570526429786
2019-03-11,西药,661.3713198382201
2019-06-18,中成药,720.5450321960565
2014-11-13,西药,562.4684858731927
2019-06-10,西药,66.04882340337618
2015-09-27,西药,178.18404640921665
2019-04-10,西药,292.4447436813259
2019-08-19,中成药,289.7993498919782
2021-09-22,中成药,676.6865922444018
2022-08-11,西药,28.165175056896256
2023-05-24,西药,758.1249592790247
2020-03-20,西药,272.68905005886387
2017-12-10,西药,316.9216277539414
2015-07-07,中成药,532.630729664485
2023-06-04,西药,223.76634492956794
2015-12-17,西药,885.6266004397722
2017-07-11,西药,94.51509153329962
2018-09-10,西药,449.9385386780542
2019-02-27,西药,850.9280467603411
2023-04-13,西药,619.6854554770234
2017-01-12,西药,299.4062206842071
2017-09-03,中成药,426.55260569869614
2014-04-21,西药,709.6274365390894
2014-09-08,西药,973.5281359302603
2020-08-27,西药,894.2073311956392
2019-08-17,中成药,349.008480298553
2015-04-04,中成药,998.215900494979
2017-01-12,中成药,13.46961689574769
2014-07-27,西药,37.35345825033094
2016-06-18,西药,825.6021100194819
2023-06-24,西药,207.4680599647215
2023-04-09,中成药,70.16157571227845
2014-01-22,西药,244.7765925041372
2015-02-14,中成药,431.8391524410516
2016-06-13,中成药,733.2606077290708
2015-05-30,中成药,628.0921712856934
2022-10-04,中成药,245.2450053848162
2016-03-19,中成药,508.23774361957857
2016-05-23,西药,926.9519643445831
2014-01-14,西药,816.8576992139201
2016-08-28,中成药,329.9578869834755
2022-04-14,西药,982.4419157421394
2022-05-20,西药,711.5341964307796
2022-06-11,中成药,71.82486211011397
2019-11-05,中成药,44.80910615575229
2023-11-05,西药,176.72386951992968
2022-02-04,西药,730.5773093696454
2018-04-10,西药,191.90153658400362
2017-08-17,西药,516.3719015167452
2017-06-20,中成药,102.32751897902342
2019-12-10,西药,921.6772962518932
2022-10-24,中成药,350.5210074477319
2023-12-18,中成药,909.0507359950245
2016-01-20,西药,945.4268854914388
2023-05-21,西药,16.067360840543984
2015-11-16,西药,469.4938353267447
2019-04-12,中成药,34.409495149823954
2020-06-14,中成药,909.6058386398768
2015-11-26,中成药,523.22346928723
2020-05-24,中成药,84.19457257151186
2014-11-03,西药,119.1739609938012
2019-06-13,中成药,389.67393424781164
2022-02-09,中成药,940.8318509441606
2015-10-24,西药,695.9800600524001
2015-07-03,中成药,868.9426775272411
2023-05-17,中成药,372.79207987657986
2014-11-08,西药,52.781562554498336
2021-12-30,中成药,974.5744608323699
2016-12-18,中成药,27.00126075574585
2022-02-19,中成药,948.1751365502781
2018-10-04,中成药,374.99064961065324
2016-01-25,西药,19.989500971662707
2014-02-04,中成药,692.2656594072632
2015-03-21,西药,980.7349009910406
2019-11-11,中成药,965.9694656092166
2019-06-06,西药,169.32764109039425
2017-05-15,西药,189.43532800549343
2014-12-19,西药,569.8835254734635
2016-06-21,中成药,640.9317781640411
2017-09-17,中成药,742.023734529207
2021-12-19,中成药,189.23985686742603
2018-10-15,西药,959.4170158967901
2014-06-08,中成药,642.3518637263455
2019-06-01,中成药,848.5764496818493
2016-08-14,中成药,544.66505813133
2019-09-03,中成药,420.1340791139838
2015-02-08,西药,977.411077529046
2021-10-23,西药,586.3001571116376
2015-05-31,中成药,868.2048469711872
2021-08-11,中成药,953.759472402627
2017-10-19,中成药,678.6010807385726
2023-06-16,西药,553.4492917334882
2021-01-23,中成药,13.475742401544114
2016-08-13,西药,49.61944433161593
2020-01-09,西药,208.84270389060518
2023-12-13,中成药,194.14834753743528
2018-09-09,中成药,262.2112072478469
2022-03-14,中成药,311.88529132068425
2015-08-31,西药,366.46483861522097
2020-10-03,西药,426.3323131681878
2017-06-27,中成药,107.87767507145452
2022-09-24,西药,51.93831263325422
2021-12-23,中成药,677.2050045822932
2018-03-16,中成药,541.9614765946469
2021-03-10,西药,449.70276019791845
2020-07-10,西药,638.0955417566688
2017-12-12,西药,829.4026131315051
2022-02-27,西药,433.4159800250426
2018-12-03,中成药,644.7082704014596
2014-10-22,中成药,954.0365015968072
2016-01-25,中成药,841.2282509029451
2017-10-26,西药,431.7408023973854
2014-07-05,中成药,648.2696694365956
2017-06-23,西药,185.30021269678036
2015-09-29,西药,564.916963046139
2017-07-15,西药,981.5150082270584
2023-01-22,中成药,523.131964050497
2015-06-14,西药,928.3619161982458
2023-12-03,西药,413.2615712982281
2019-08-31,西药,998.8563789127849
2022-02-06,西药,583.4278348752822
2021-12-24,西药,51.84630429357521
2016-03-04,西药,590.8872487244741
2023-11-01,西药,281.82696872280064
2019-11-18,西药,42.156508815535766
2021-08-31,西药,822.6447716477167
2015-04-23,西药,282.9723406109484
2018-06-11,西药,798.5830685060336
2023-03-24,西药,295.3354071263083
2016-07-28,中成药,202.38309033503654
2015-06-10,中成药,974.1962183633832
2020-07-09,西药,368.02887447746934
2014-01-02,西药,605.3624493287289
2015-01-10,西药,613.8816778863269
2020-05-29,中成药,564.8687473517667
2021-11-24,中成药,915.5487860860025
2022-05-11,中成药,677.6966606531998
2015-07-07,西药,409.69567406388086
2020-06-23,西药,863.7565806790312
2018-03-06,西药,189.25227012480477
2019-01-26,西药,548.7943900343133
2015-01-16,中成药,951.0448682243187
2018-07-05,西药,629.1436535816085
2014-01-14,中成药,818.7987659701274
2015-05-19,中成药,657.0251182897409
2020-03-28,西药,840.9771549025114
2019-07-02,中成药,945.0430010467912
2022-08-22,中成药,280.1925102574094
2014-05-10,中成药,177.96447044415166
2016-04-17,中成药,489.1508428292145
2022-10-22,西药,704.8438025559736
2022-01-17,西药,234.91934065039396
2019-08-03,中成药,14.060435925865404
2014-01-28,西药,349.50576467833827
2019-10-15,中成药,969.1707421131106
2022-11-09,西药,698.0177859997882
2017-06-06,西药,407.3121895018117
2014-09-18,西药,200.65033637337194
2019-08-09,西药,362.5287770171995
2018-01-12,西药,178.14103896823548
2017-12-18,中成药,115.2427630998219
2015-04-05,西药,907.6749488468283
2014-10-28,中成药,997.6738349917189
2022-02-14,中成药,172.4732951998324
2023-03-29,西药,63.977333289496926
2020-05-23,中成药,336.4337960747502
2023-06-29,西药,467.04258895380116
2022-06-09,中成药,212.77303460509592
2015-09-22,中成药,308.4106626805729
2014-09-27,西药,208.86202833474113
2021-03-24,西药,776.5179627481268
2019-06-17,西药,715.4521638147882
2018-06-17,西药,638.602000603372
2018-12-07,中成药,393.34567850841273
2021-12-01,西药,909.9505319010937
2016-05-11,中成药,969.8372161196698
2023-05-26,中成药,181.90291949915786
2017-07-04,中成药,230.78251499775925
2019-12-21,中成药,530.374717720366
2023-03-02,中成药,100.33806358942283
2018-12-05,中成药,442.0839148348817
2018-09-03,西药,585.973352129933
2022-04-08,中成药,526.8528354259598
2021-01-04,中成药,337.5994972472458
2020-06-18,中成药,547.0213480164348
2015-07-30,西药,959.2129447162594
2022-01-12,西药,213.95723024846228
2019-06-27,中成药,658.2830448100636
2017-07-31,西药,52.96272721449133
2022-09-28,中成药,75.75224043662058
2022-09-14,西药,556.3099419813492
2019-05-11,中成药,113.88978852466997
2021-06-27,西药,32.12332054258876
2019-07-14,西药,179.79786767154198
2022-12-20,西药,569.2006792895787
2020-01-22,中成药,706.3075449737431
2020-06-10,中成药,210.45377849996618
2023-10-09,中成药,671.5768428360927
2018-07-14,西药,190.65156778823703
2018-04-29,西药,617.3228523649445
2019-01-22,中成药,417.8400830968409
2020-01-13,西药,657.2615142402806
2017-10-22,中成药,995.1022249544549
2018-10-09,中成药,938.4387955802364
2019-04-10,中成药,14.238940257742591
2015-09-12,中成药,886.5843767186826
2017-06-28,西药,75.82588722301887
2016-08-14,西药,953.5161202982465
2019-04-24,西药,289.00742230868786
2020-07-09,中成药,388.21448210715823
2016-08-26,西药,100.72182312397057
2021-01-02,中成药,121.1500307456205
2017-08-09,中成药,729.4731595770264
2016-11-09,中成药,944.8889133908087
2014-10-09,中成药,614.6410100047664
2021-10-15,中成药,718.6915153715429
2022-05-31,中成药,764.3500471511819
2019-12-07,西药,270.18613180741227
2016-11-24,西药,54.777334611012776
2014-07-17,西药,11.854016479976899
2020-12-07,西药,357.14279012447844
2016-12-18,中成药,249.04958591722394
2021-11-24,中成药,71.69454779869379
2017-03-30,西药,187.7330095687301
2016-10-05,西药,133.25390928526832
2021-07-01,西药,915.7295968111966
2017-05-14,西药,148.86454132457723
2016-11-01,西药,542.2719793478024
2015-05-05,西药,597.174895561043
2014-10-03,西药,548.0545631315474
2021-07-03,西药,108.06586987382809
2020-04-08,中成药,325.6103781330457
2017-05-24,中成药,60.757629138521736
2017-06-28,中成药,401.71321495535284
2014-05-06,中成药,196.7129419588761
2014-08-05,西药,566.016207951536
2023-04-01,中成药,695.8803099106095
2017-04-23,西药,536.7986616026594
2022-07-08,中成药,439.8943296452818
2017-05-31,西药,393.4600866481255
2022-11-30,西药,843.2748504160337
2020-12-17,中成药,227.17438441461738
2020-10-10,中成药,736.8761561335801
2022-11-24,西药,759.9075014927179
2016-07-07,西药,425.00800719802714
2023-08-01,西药,304.32759323338297
2017-08-10,中成药,475.8360711855155
2020-01-08,中成药,102.28178663377152
2020-08-28,西药,55.47073190679908
2018-07-20,中成药,120.48716745737288
2014-11-04,西药,195.2735811476039
2017-09-21,中成药,509.1350521346626
2019-05-24,中成药,850.6452697995109
2021-08-25,中成药,243.28590867969012
2016-06-10,中成药,935.8103906393103
2015-01-10,中成药,955.3588298456534
2022-06-07,西药,959.3155587967532
2019-07-27,西药,839.1871073295606
2017-09-26,中成药,370.1867903897434
2014-05-09,西药,81.95707189259683
2016-10-11,西药,573.1305444488299
2018-12-05,中成药,563.0946294978614
2021-06-09,西药,851.4760094384995
2023-05-17,中成药,996.0311404366441
2017-10-13,西药,513.0757334945461
2015-06-01,西药,351.7519907293864
2018-02-27,西药,194.04269444070434
2014-03-27,西药,14.751826569197029
2017-04-13,西药,514.0225555639904
2022-12-09,西药,559.9634800355698
2020-06-16,西药,826.6890950192235
2017-02-16,中成药,509.5311982138726
2023-01-03,中成药,917.3036651793959
2020-10-10,中成药,631.8026418057211
2019-06-17,中成药,841.9328758388723
2023-07-18,西药,156.81871745966964
2019-12-02,西药,856.7827689992915
2022-10-22,西药,678.3924158994099
2023-11-19,中成药,178.53070211394723
2014-10-30,中成药,197.86592256455077
2021-08-23,中成药,927.2356128537791
2015-08-11,西药,41.893206845869145
2016-09-13,中成药,467.90959386274903
2019-02-07,西药,320.34053703476053
2014-12-11,中成药,668.4266655984437
2016-03-24,西药,841.2330936933021
2019-06-11,中成药,366.7743403410039
2021-10-19,西药,432.6330664496088
2022-05-31,中成药,982.0986066564001
2022-10-24,中成药,786.0773445824108
2017-08-03,西药,898.2320896224735
2019-06-23,西药,444.3745984451134
2018-08-05,中成药,241.73544194427407
2022-07-22,西药,417.74483073258716
2017-08-20,中成药,718.9309986531983
2016-12-28,西药,118.33610078761953
2020-08-05,中成药,277.76441456034377
2023-01-05,西药,56.16954145697448
2016-10-06,中成药,438.0242609547502
2015-12-05,中成药,829.1712786198171
2015-07-29,中成药,34.41705141503069
2018-05-28,西药,678.5702915390943
2022-11-07,中成药,933.1709157686022
2017-01-17,西药,244.55858289607045
2015-11-19,西药,696.6984923203717
2021-09-29,西药,975.3508820891983
2021-03-17,中成药,962.6552795509385
2021-03-21,西药,242.57990109885185
2022-11-05,西药,109.32774267994802
2015-05-04,西药,156.7997125169568
2022-04-07,中成药,705.0153117973207
2017-09-09,西药,728.5012866987428
2023-06-15,西药,677.494196011917
2022-09-09,西药,342.7176038648157
2015-05-09,西药,178.07917036054093
2018-07-26,中成药,584.9534810327306
2018-06-26,中成药,488.84364130028786
2014-01-19,西药,731.5458056510804
2023-08-27,西药,446.94647789876524
2023-09-24,西药,345.2532977396037
2020-09-10,西药,300.54379158542423
2016-09-27,中成药,219.35561684924906
2023-03-05,中成药,273.0889124247948
2016-04-30,中成药,103.88213445566035
2017-10-20,中成药,353.38844081960065
2017-09-16,西药,46.20411423932862
2017-09-29,西药,194.54970869466354
2016-04-01,中成药,749.3027401732348
2015-03-31,中成药,332.21429878985646
2018-06-13,西药,671.5546468075704
2021-08-04,西药,719.7153338413045
2022-08-03,西药,585.3734893047924
2022-08-14,西药,959.1107639517444
2015-12-12,西药,31.225467956882124
2019-12-31,中成药,741.2661240822607
2016-07-05,中成药,959.198777501004
2021-11-15,西药,863.6490120594099
2021-04-06,西药,176.2137648869632
2018-02-05,中成药,333.5521031892148
2017-12-11,西药,180.72732147770074
2014-11-01,中成药,605.2952801765571
2016-01-06,中成药,715.0661021596974
2023-10-09,中成药,323.9030316694276
2020-05-27,中成药,544.1115082444525
2019-05-18,西药,694.0113643704831
2019-11-20,西药,427.1264184449379
2019-07-03,中成药,855.4753751509047
2023-02-21,西药,773.8344359349389
2021-12-24,西药,74.01888841206495
2022-04-04,西药,624.9140460999207
2022-04-10,西药,242.9722954501521
2021-11-29,中成药,561.9430820206026
2016-08-19,西药,957.3195582066365
2022-03-09,中成药,880.2713845067276
2016-10-23,中成药,410.4712390839804
2019-11-03,西药,298.5987197609099
2020-07-03,中成药,242.06168696417643
2021-11-03,西药,537.1897210589549
2018-01-13,西药,123.10596872547576
2020-11-06,中成药,553.7822580469661
2019-05-02,西药,11.320303095884096
2021-04-30,中成药,330.6111344383864
2023-01-06,中成药,227.73497069227545
2017-03-23,西药,971.5066020611742
2015-10-27,西药,729.9698963742792
2014-01-12,西药,356.15684665761535
2017-03-02,中成药,101.9166356653143
2014-10-31,西药,521.6325887437177
2023-03-19,中成药,221.3134025127819
2022-04-11,中成药,541.0652504393742
2023-03-26,西药,837.0087306371036
2018-10-30,西药,619.6346265803716
2021-10-01,西药,637.4505353495522
2014-02-12,中成药,545.6199861721834
2016-08-01,西药,927.9929763050951
2020-07-18,中成药,932.5836575763973
2017-09-11,西药,517.5959690628167
2020-12-20,西药,312.70189227206936
2020-08-08,中成药,464.99113582064945
2016-06-09,中成药,194.6923330736595
2020-10-10,西药,639.9808721649084
2016-10-01,西药,505.09141242441086
2014-01-21,西药,112.26747303514709
2015-02-11,西药,205.6713033084192
2021-04-20,西药,484.83563663753154
2016-10-11,中成药,888.7131008116697
2014-12-02,中成药,570.7268134247864
2019-01-13,中成药,684.7196502063861
2022-09-24,中成药,345.6382642464706
2017-02-21,西药,575.697279113792
2020-09-12,中成药,452.90602441168676
2021-10-11,中成药,662.5386134969291
2019-01-02,中成药,60.069810418220264
2015-12-16,西药,498.36721407656955
2014-02-20,中成药,303.03269889252726
2014-11-20,西药,332.92321066513017
2016-02-28,中成药,961.3082572424807
2014-05-21,西药,190.86786458426894
2015-04-15,中成药,318.132800052811
2016-02-26,西药,514.7936499735631
2018-12-31,中成药,864.3966786681274
2017-09-19,西药,422.50338237430674
2019-04-01,西药,746.4266280792893
2016-08-21,中成药,857.8103572326544
2022-05-14,西药,316.9161922636305
2015-01-08,西药,398.8226817033228
2023-12-15,中成药,362.9906614514727
2020-12-16,中成药,834.5272505317419
2023-11-20,西药,53.90339333406514
2018-08-20,中成药,315.3368779403932
2021-08-30,中成药,682.6144720191786
2017-03-25,中成药,569.7890645696892
2020-05-27,西药,441.9264657007573
2018-07-30,西药,544.5487449491706
2022-10-21,西药,205.6087399700351
2014-04-16,西药,436.4094553919303
2017-12-14,西药,506.6859543345856
2021-06-10,西药,902.1772307350557
2018-08-09,西药,268.2268111759366
2014-01-02,中成药,869.1502171432833
2021-03-21,西药,647.798986817722
2021-05-15,西药,30.137422756924973
2019-11-08,中成药,727.3850235303997
2023-05-10,中成药,45.19635877356454
2014-12-16,中成药,997.4073155456749
2023-09-01,西药,873.9103208142859
2017-07-10,中成药,304.3703100646452
2023-05-16,西药,264.83711789473836
2022-09-15,西药,387.6266712845528
2016-11-28,西药,362.6052956612986
2022-02-04,中成药,378.61444020152726
2020-01-16,中成药,325.0937806582856
2022-03-26,西药,624.9220727798481
2020-06-17,西药,172.62102708341772
2023-01-26,西药,847.521479521553
2015-03-21,中成药,814.2784591910022
2020-06-03,西药,481.7183757767177
2016-08-09,中成药,854.2026656257622
2014-02-05,西药,254.67361932999034
2017-01-12,中成药,27.38980114692728
2018-01-15,西药,623.0158457795247
2018-12-04,中成药,463.33031289506823
2019-01-20,中成药,571.4929008329119
2017-11-09,中成药,900.346014928219
2017-04-10,中成药,970.226317830284
2017-10-31,中成药,638.108608358047
2018-09-05,中成药,766.415033953914
2017-10-17,西药,92.97034915229263
2021-02-19,西药,169.10842904259056
2022-01-17,西药,735.8727569034468
2019-12-29,西药,437.0518018241219
2022-01-13,中成药,451.50561770036165
2022-09-25,西药,315.52160481908226
2017-07-24,中成药,611.2828196429664
2021-08-05,中成药,193.31339496204058
2017-05-28,中成药,630.6471165207566
2022-06-25,西药,182.06086856388728
2015-06-05,中成药,73.18777436261647
2018-12-12,西药,337.0541118120704
2014-01-10,西药,238.8289385897492
2016-09-10,西药,890.101722170769
2020-08-22,西药,64.40391932994034
2018-07-15,西药,184.84755564838161
2018-07-19,中成药,553.2324095272189
2021-06-22,中成药,486.2565189389989
2021-03-16,西药,55.393498190954524
2020-01-09,中成药,17.17990373499303
2015-12-21,西药,988.1872625415384
2016-12-08,中成药,662.2463533552498
2022-10-31,中成药,371.75206959254126
2016-05-08,中成药,475.7279251866089
2017-08-09,中成药,273.88461924974405
2018-05-23,中成药,351.4250458562777
2014-02-19,中成药,652.5540225955318
2021-06-04,中成药,883.983680878697
2021-01-22,中成药,192.288722850373
2022-07-29,中成药,841.9578903314656
2022-11-13,中成药,130.3410632230864
2022-12-18,中成药,222.8423013525073
2021-12-14,中成药,46.80353516914952
